가게명,리뷰수,배달기준금액,배달비,리뷰수_log,배달기준금액_log,배달비_log,ClusterLabel
샐러두,69,13000,2900,4.248495242049359,9.472781556562168,7.972810784121404,3
빙수의여신-노원점,36,15000,3500,3.6109179126442243,9.61587214452889,8.160803920954665,3
커피빈-노원역점,86,9000,4000,4.465908118654584,9.105090961257085,8.294299608857235,0
더벤티-창동점,89,8000,3500,4.499809670330265,8.987321812850125,8.160803920954665,0
민부곤과자점,210,10000,2900,5.351858133476067,9.210440366976517,7.972810784121404,0
하마쿡,60,11000,2900,4.110873864173311,9.305741456739435,7.972810784121404,0
배스킨라빈스-수락산역점,346,13500,3000,5.849324779946859,9.510519035757246,8.006700845440367,1
파리바게뜨-상계보람점,1072,12000,2200,6.9782137426306985,9.392745258631441,7.696667081526462,2
수제디저트카페쥬드,217,11000,1500,5.384495062789089,9.305741456739435,7.313886831633462,2
파리바게뜨-상계제일점,883,12000,2200,6.784457062637643,9.392745258631441,7.696667081526462,2
이삭토스트-방학점,2169,11000,4000,7.682482446534506,9.305741456739435,8.294299608857235,0
하이오커피-상계역점,0,15000,3900,0.0,9.61587214452889,8.268988209506656,3
던킨-마들점,816,13000,3000,6.705639094860003,9.472781556562168,8.006700845440367,1
컴포즈커피-덕성여대점,253,5000,6400,5.537334267018537,8.517393171418904,8.764209507142004,0
뚜레쥬르-상계보람한신점,212,12000,2900,5.3612921657094255,9.392745258631441,7.972810784121404,0
달쥬과일상점-노원35호점,2,15000,1500,1.0986122886681098,9.61587214452889,7.313886831633462,3
그루카페,10,9900,3000,2.3978952727983707,9.200391041122515,8.006700845440367,3
아토커피-노원점,12,9000,3900,2.5649493574615367,9.105090961257085,8.268988209506656,3
아띠몽호두과자,11,15000,2900,2.4849066497880004,9.61587214452889,7.972810784121404,3
"과일에반하다,프루타-쌍문점",7,12000,5400,2.0794415416798357,9.392745258631441,8.594339400592892,3
커피세븐-상계점,3,15000,2900,1.3862943611198906,9.61587214452889,7.972810784121404,3
마리웨일마카롱-노원로데오점,15,13000,2000,2.772588722239781,9.472781556562168,7.601402334583733,3
팔공티-노원점,22,8000,3900,3.1354942159291497,8.987321812850125,8.268988209506656,0
배스킨라빈스-노원역점,235,13500,3000,5.4638318050256105,9.510519035757246,8.006700845440367,1
CGV-수유점,43,13000,5400,3.784189633918261,9.472781556562168,8.594339400592892,3
달빛마루-노원점,3,12000,2900,1.3862943611198906,9.392745258631441,7.972810784121404,3
기가델리,1,12000,2500,0.6931471805599453,9.392745258631441,7.824445930877619,3
종로떡전문점,62,15000,3900,4.143134726391533,9.61587214452889,8.268988209506656,3
영미쿠키,18,5000,3400,2.9444389791664403,8.517393171418904,8.131824785007195,0
쥬씨-차얌노원점,61,12000,3500,4.127134385045092,9.392745258631441,8.160803920954665,3
호두앤미-수락산본점,5,14000,3400,1.791759469228055,9.546884034617925,8.131824785007195,3
제이몽디저트&수제마카롱,164,10000,3000,5.10594547390058,9.210440366976517,8.006700845440367,0
1인커피,10,12000,2900,2.3978952727983707,9.392745258631441,7.972810784121404,3
빙달DessertCafe-노원점,507,15000,2500,6.230481447578482,9.61587214452889,7.824445930877619,1
할리스-수락산역점,13,12000,3400,2.6390573296152584,9.392745258631441,8.131824785007195,3
우노비커피,14,10500,3400,2.70805020110221,9.259225769705994,8.131824785007195,3
루트비커피-쌍문점,12,9000,3400,2.5649493574615367,9.105090961257085,8.131824785007195,3
라트커피,243,12000,4400,5.497168225293202,9.392745258631441,8.38958706681109,0
이디야커피-방학중앙점,29,10000,3000,3.4011973816621555,9.210440366976517,8.006700845440367,0
조이커피JOYCOFFEE,7,10000,2900,2.0794415416798357,9.210440366976517,7.972810784121404,3
레인보우커피,14,11000,2900,2.70805020110221,9.305741456739435,7.972810784121404,3
스윗모드,19,12000,3400,2.995732273553991,9.392745258631441,8.131824785007195,3
오와케이크-수락산역점,0,10000,2900,0.0,9.210440366976517,7.972810784121404,3
카페23,64,8000,2900,4.174387269895637,8.987321812850125,7.972810784121404,0
카페라운드,4,10000,3400,1.6094379124341003,9.210440366976517,8.131824785007195,3
풀무원녹즙-도봉홈가맹점,0,10000,2000,0.0,9.210440366976517,7.601402334583733,3
카페플라워-도봉점,6,12000,2900,1.9459101490553132,9.392745258631441,7.972810784121404,3
사계-상계점,0,12000,2900,0.0,9.392745258631441,7.972810784121404,3
과일팡-창동점,171,15000,5400,5.147494476813453,9.61587214452889,8.594339400592892,1
매머드익스프레스-창동점,57,3000,4500,4.060443010546419,8.006700845440367,8.412054873292933,0
텀브커피쌍문점,3,10000,4400,1.3862943611198906,9.210440366976517,8.38958706681109,3
샐러드로우&트라타-노원점,139,11000,2700,4.941642422609304,9.305741456739435,7.901377353792616,0
켁터스커피,21,8000,3400,3.091042453358316,8.987321812850125,8.131824785007195,0
